strategy,observations,cagr,annualized_volatility,annualized_mean_over_volatility_rf0,max_drawdown,terminal_wealth,gross_annualized_volatility,annual_traded_notional,annual_cost_fraction_sum,period,first_date,last_date,daily_return_correlation_with_reference,variant,lookback,n_components,weight_cap,cost_bps,pca_space
Equal weight,1111,0.0462301253454,0.0936192832995,0.529546911189,-0.220071824415,1.22048127655,0.0936224390967,0.491400123268,0.000245700061634,development,2020-08-03,2024-12-31,0.96361418251,rank_5,504,5,0.3,5,covariance
Inverse volatility,1111,0.0199672536777,0.0560148942509,0.380937099547,-0.15565142465,1.09107440016,0.0560175531827,0.462501076154,0.000231250538077,development,2020-08-03,2024-12-31,0.915510996283,rank_5,504,5,0.3,5,covariance
Sample GMV,1111,0.00588971624526,0.0410705889218,0.163496764243,-0.12363779242,1.0262280591,0.0410718421776,0.454796300557,0.000227398150279,development,2020-08-03,2024-12-31,0.717149033492,rank_5,504,5,0.3,5,covariance
Ledoit-Wolf GMV,1111,0.00569820151774,0.0410613113629,0.158887066094,-0.124432447288,1.02536692997,0.0410626105475,0.458342761367,0.000229171380684,development,2020-08-03,2024-12-31,0.718060515694,rank_5,504,5,0.3,5,covariance
PCA GMV,1111,0.00573775733579,0.040965967833,0.160121488332,-0.122885827449,1.02554474343,0.0409672361011,0.455914658869,0.000227957329434,development,2020-08-03,2024-12-31,0.720999809157,rank_5,504,5,0.3,5,covariance
AOM buy & hold,1111,0.0382622291436,0.0799239641749,0.509760065295,-0.199571688009,1.18003097065,,,,development,2020-08-03,2024-12-31,1,rank_5,504,5,0.3,5,covariance
Equal weight,416,0.150523382562,0.0950745343517,1.52253822826,-0.0780455778463,1.26045057669,0.095074263167,0.260956478954,0.000130478239477,historical_test,2025-01-02,2026-08-31,0.948223486589,rank_5,504,5,0.3,5,covariance
Inverse volatility,416,0.0868515414113,0.0526990447256,1.60690540718,-0.0409166901172,1.14738608551,0.0526979902095,0.269592235566,0.000134796117783,historical_test,2025-01-02,2026-08-31,0.9409245037,rank_5,504,5,0.3,5,covariance
Sample GMV,416,0.0455010744536,0.0320289310654,1.40534797589,-0.024670381408,1.07621919735,0.0320260687729,0.302437347332,0.000151218673666,historical_test,2025-01-02,2026-08-31,0.795715092473,rank_5,504,5,0.3,5,covariance
Ledoit-Wolf GMV,416,0.0467289950467,0.0321333275799,1.43742119748,-0.0246492491763,1.07830659526,0.0321307477854,0.307550405356,0.000153775202678,historical_test,2025-01-02,2026-08-31,0.799541916713,rank_5,504,5,0.3,5,covariance
PCA GMV,416,0.0452442579713,0.031913651743,1.40261018616,-0.0246538199129,1.07578282501,0.031911529786,0.266346387132,0.000133173193566,historical_test,2025-01-02,2026-08-31,0.789230534652,rank_5,504,5,0.3,5,covariance
AOM buy & hold,416,0.115560458553,0.0793950348402,1.4172185623,-0.0654254516627,1.19784694058,,,,historical_test,2025-01-02,2026-08-31,1,rank_5,504,5,0.3,5,covariance
Equal weight,1527,0.0736677492687,0.0940246466492,0.803037611845,-0.220071824415,1.53835632887,0.0940267656968,0.428620453304,0.000214310226652,all_oos,2020-08-03,2026-08-31,0.959376967233,lookback_126,126,3,0.3,5,covariance
Inverse volatility,1527,0.0347137957772,0.0549122706723,0.648910575395,-0.159765177792,1.22971251912,0.0549140056442,0.589270288655,0.000294635144328,all_oos,2020-08-03,2026-08-31,0.922161853926,lookback_126,126,3,0.3,5,covariance
Sample GMV,1527,0.016973535079,0.0382165703404,0.459519241079,-0.134172678856,1.10737064385,0.0382244712111,0.888135676818,0.000444067838409,all_oos,2020-08-03,2026-08-31,0.738699865452,lookback_126,126,3,0.3,5,covariance
Ledoit-Wolf GMV,1527,0.0178270226864,0.0386263521975,0.476771522054,-0.134387558332,1.11301404839,0.0386327373155,0.97048932113,0.000485244660565,all_oos,2020-08-03,2026-08-31,0.749860674568,lookback_126,126,3,0.3,5,covariance
PCA GMV,1527,0.0160889575186,0.0382815202361,0.436070933182,-0.132350836853,1.10154690071,0.0382900269052,0.857632273451,0.000428816136726,all_oos,2020-08-03,2026-08-31,0.72939125164,lookback_126,126,3,0.3,5,covariance
AOM buy & hold,1527,0.0587734935716,0.0797796468335,0.755788212319,-0.199571688009,1.41349648798,,,,all_oos,2020-08-03,2026-08-31,1,lookback_126,126,3,0.3,5,covariance
Equal weight,1111,0.0462301253454,0.0936192832995,0.529546911189,-0.220071824415,1.22048127655,0.0936224390967,0.491400123268,0.000245700061634,development,2020-08-03,2024-12-31,0.96361418251,lookback_126,126,3,0.3,5,covariance
Inverse volatility,1111,0.0194257831866,0.0570925917324,0.365510943971,-0.159765177792,1.08852308864,0.0570958988261,0.634000943343,0.000317000471671,development,2020-08-03,2024-12-31,0.923252734869,lookback_126,126,3,0.3,5,covariance
Sample GMV,1111,0.0074544116792,0.0408715356781,0.202123826207,-0.134172678856,1.03328453987,0.0408826529226,0.987533605672,0.000493766802836,development,2020-08-03,2024-12-31,0.753303833727,lookback_126,126,3,0.3,5,covariance
Ledoit-Wolf GMV,1111,0.00786613949929,0.0411232498255,0.211074252868,-0.134387558332,1.03514757377,0.0411342032498,0.992732305382,0.000496366152691,development,2020-08-03,2024-12-31,0.76065180479,lookback_126,126,3,0.3,5,covariance
PCA GMV,1111,0.00746196347208,0.0410324462861,0.201673731502,-0.132350836853,1.03331868774,0.0410441661824,1.00962224641,0.000504811123206,development,2020-08-03,2024-12-31,0.744511071273,lookback_126,126,3,0.3,5,covariance
AOM buy & hold,1111,0.0382622291436,0.0799239641749,0.509760065295,-0.199571688009,1.18003097065,,,,development,2020-08-03,2024-12-31,1,lookback_126,126,3,0.3,5,covariance
Equal weight,416,0.150523382562,0.0950745343517,1.52253822826,-0.0780455778463,1.26045057669,0.095074263167,0.260956478954,0.000130478239477,historical_test,2025-01-02,2026-08-31,0.948223486589,lookback_126,126,3,0.3,5,covariance
Inverse volatility,416,0.0766762724017,0.0485895362004,1.54490336635,-0.03604641994,1.12970733644,0.0485866181693,0.469809333467,0.000234904666734,historical_test,2025-01-02,2026-08-31,0.926879007575,lookback_126,126,3,0.3,5,covariance
Sample GMV,416,0.0428391894287,0.0299838241376,1.41405839278,-0.0224586837906,1.07169961528,0.0299809201837,0.622676304325,0.000311338152163,historical_test,2025-01-02,2026-08-31,0.711095419994,lookback_126,126,3,0.3,5,covariance
Ledoit-Wolf GMV,416,0.044914480939,0.0309724125782,1.4340927395,-0.023810853942,1.07522258332,0.0309629289302,0.91108558194,0.00045554279097,historical_test,2025-01-02,2026-08-31,0.733051784808,lookback_126,126,3,0.3,5,covariance
PCA GMV,416,0.0394926660178,0.0297095680906,1.31863119398,-0.020985815294,1.0660282387,0.0297074146718,0.4517167447,0.00022585837235,historical_test,2025-01-02,2026-08-31,0.701305581563,lookback_126,126,3,0.3,5,covariance
AOM buy & hold,416,0.115560458553,0.0793950348402,1.4172185623,-0.0654254516627,1.19784694058,,,,historical_test,2025-01-02,2026-08-31,1,lookback_126,126,3,0.3,5,covariance
Equal weight,1527,0.0736677492687,0.0940246466492,0.803037611845,-0.220071824415,1.53835632887,0.0940267656968,0.428620453304,0.000214310226652,all_oos,2020-08-03,2026-08-31,0.959376967233,lookback_252,252,3,0.3,5,covariance
Inverse volatility,1527,0.0358886092765,0.0550545125581,0.667990673711,-0.159760214,1.23819725492,0.0550567153113,0.472689454228,0.000236344727114,all_oos,2020-08-03,2026-08-31,0.924069787552,lookback_252,252,3,0.3,5,covariance
Sample GMV,1527,0.0173866705868,0.0385436684353,0.466484087877,-0.132247867828,1.11009937477,0.0385475944877,0.617966151085,0.000308983075543,all_oos,2020-08-03,2026-08-31,0.738502455628,lookback_252,252,3,0.3,5,covariance
Ledoit-Wolf GMV,1527,0.0178481412209,0.0387069465641,0.476395861544,-0.1325881078,1.11315399157,0.0387109874909,0.628882963177,0.000314441481589,all_oos,2020-08-03,2026-08-31,0.743137244325,lookback_252,252,3,0.3,5,covariance
PCA GMV,1527,0.0167167615379,0.038471841605,0.450160241437,-0.129700980317,1.10567749661,0.038476468949,0.625345814274,0.000312672907137,all_oos,2020-08-03,2026-08-31,0.736173334891,lookback_252,252,3,0.3,5,covariance
AOM buy & hold,1527,0.0587734935716,0.0797796468335,0.755788212319,-0.199571688009,1.41349648798,,,,all_oos,2020-08-03,2026-08-31,1,lookback_252,252,3,0.3,5,covariance
Equal weight,1111,0.0462301253454,0.0936192832995,0.529546911189,-0.220071824415,1.22048127655,0.0936224390967,0.491400123268,0.000245700061634,development,2020-08-03,2024-12-31,0.96361418251,lookback_252,252,3,0.3,5,covariance
Inverse volatility,1111,0.0199839435754,0.0570469748871,0.375354447632,-0.159760214,1.09115311334,0.0570505209183,0.531487562187,0.000265743781094,development,2020-08-03,2024-12-31,0.924076508286,lookback_252,252,3,0.3,5,covariance
Sample GMV,1111,0.0061766312419,0.0411573579939,0.170168573542,-0.132247867828,1.02751919338,0.0411638318495,0.684702808031,0.000342351404016,development,2020-08-03,2024-12-31,0.745948208596,lookback_252,252,3,0.3,5,covariance
Ledoit-Wolf GMV,1111,0.00646380229138,0.0412415288336,0.176825014128,-0.1325881078,1.0288127372,0.0412477861163,0.680194244383,0.000340097122191,development,2020-08-03,2024-12-31,0.750072931295,lookback_252,252,3,0.3,5,covariance
PCA GMV,1111,0.00628325896257,0.0412276353043,0.172518403448,-0.129700980317,1.02799934434,0.0412342831375,0.735288339255,0.000367644169627,development,2020-08-03,2024-12-31,0.74547990405,lookback_252,252,3,0.3,5,covariance
AOM buy & hold,1111,0.0382622291436,0.0799239641749,0.509760065295,-0.199571688009,1.18003097065,,,,development,2020-08-03,2024-12-31,1,lookback_252,252,3,0.3,5,covariance
Equal weight,416,0.150523382562,0.0950745343517,1.52253822826,-0.0780455778463,1.26045057669,0.095074263167,0.260956478954,0.000130478239477,historical_test,2025-01-02,2026-08-31,0.948223486589,lookback_252,252,3,0.3,5,covariance
Inverse volatility,416,0.0795909593976,0.0493121062564,1.57781995973,-0.0371913979919,1.13476031895,0.0493105345285,0.315658930328,0.000157829465164,historical_test,2025-01-02,2026-08-31,0.930613745664,lookback_252,252,3,0.3,5,covariance
Sample GMV,416,0.0479410024259,0.0304519216807,1.55307663168,-0.0236416114457,1.08036850496,0.0304472599252,0.439734358136,0.000219867179068,historical_test,2025-01-02,2026-08-31,0.735761122607,lookback_252,252,3,0.3,5,covariance
Ledoit-Wolf GMV,416,0.0488871531118,0.0309031072435,1.56005705341,-0.0247050738703,1.08197920897,0.0308997439576,0.491847305919,0.00024592365296,historical_test,2025-01-02,2026-08-31,0.740541088084,lookback_252,252,3,0.3,5,covariance
PCA GMV,416,0.0451145477746,0.0298685275099,1.49238346652,-0.0218810711239,1.07556245312,0.0298666317038,0.331725272799,0.000165862636399,historical_test,2025-01-02,2026-08-31,0.729747823248,lookback_252,252,3,0.3,5,covariance
AOM buy & hold,416,0.115560458553,0.0793950348402,1.4172185623,-0.0654254516627,1.19784694058,,,,historical_test,2025-01-02,2026-08-31,1,lookback_252,252,3,0.3,5,covariance
Equal weight,1527,0.0736677492687,0.0940246466492,0.803037611845,-0.220071824415,1.53835632887,0.0940267656968,0.428620453304,0.000214310226652,all_oos,2020-08-03,2026-08-31,0.959376967233,correlation_pca,504,3,0.3,5,correlation
Inverse volatility,1527,0.0377695559691,0.0551428785317,0.699908950372,-0.15565142465,1.251883585,0.055144481833,0.409946997775,0.000204973498887,all_oos,2020-08-03,2026-08-31,0.921871006773,correlation_pca,504,3,0.3,5,correlation
Sample GMV,1527,0.0165298444628,0.0388213541239,0.441718581855,-0.12363779242,1.10444633807,0.0388216171727,0.413289211794,0.000206644605897,all_oos,2020-08-03,2026-08-31,0.731242670946,correlation_pca,504,3,0.3,5,correlation
Ledoit-Wolf GMV,1527,0.0167140947221,0.0388387545087,0.446204716916,-0.124432447288,1.10565992315,0.0388391125255,0.417262460057,0.000208631230029,all_oos,2020-08-03,2026-08-31,0.732953133564,correlation_pca,504,3,0.3,5,correlation
PCA GMV,1527,0.01706144334,0.0388220515112,0.455178869619,-0.122372016472,1.10795080216,0.0388225657976,0.411075577318,0.000205537788659,all_oos,2020-08-03,2026-08-31,0.732950997719,correlation_pca,504,3,0.3,5,correlation
AOM buy & hold,1527,0.0587734935716,0.0797796468335,0.755788212319,-0.199571688009,1.41349648798,,,,all_oos,2020-08-03,2026-08-31,1,correlation_pca,504,3,0.3,5,correlation
Equal weight,1111,0.0462301253454,0.0936192832995,0.529546911189,-0.220071824415,1.22048127655,0.0936224390967,0.491400123268,0.000245700061634,development,2020-08-03,2024-12-31,0.96361418251,correlation_pca,504,3,0.3,5,correlation
Inverse volatility,1111,0.0199672536777,0.0560148942509,0.380937099547,-0.15565142465,1.09107440016,0.0560175531827,0.462501076154,0.000231250538077,development,2020-08-03,2024-12-31,0.915510996283,correlation_pca,504,3,0.3,5,correlation
Sample GMV,1111,0.00588971624526,0.0410705889218,0.163496764243,-0.12363779242,1.0262280591,0.0410718421776,0.454796300557,0.000227398150279,development,2020-08-03,2024-12-31,0.717149033492,correlation_pca,504,3,0.3,5,correlation
Ledoit-Wolf GMV,1111,0.00569820151774,0.0410613113629,0.158887066094,-0.124432447288,1.02536692997,0.0410626105475,0.458342761367,0.000229171380684,development,2020-08-03,2024-12-31,0.718060515694,correlation_pca,504,3,0.3,5,correlation
PCA GMV,1111,0.00621157868122,0.0410329319741,0.171405973863,-0.122372016472,1.02767654467,0.0410346213547,0.448254952503,0.000224127476252,development,2020-08-03,2024-12-31,0.717283213044,correlation_pca,504,3,0.3,5,correlation
AOM buy & hold,1111,0.0382622291436,0.0799239641749,0.509760065295,-0.199571688009,1.18003097065,,,,development,2020-08-03,2024-12-31,1,correlation_pca,504,3,0.3,5,correlation
Equal weight,416,0.150523382562,0.0950745343517,1.52253822826,-0.0780455778463,1.26045057669,0.095074263167,0.260956478954,0.000130478239477,historical_test,2025-01-02,2026-08-31,0.948223486589,correlation_pca,504,3,0.3,5,correlation
Inverse volatility,416,0.0868515414113,0.0526990447256,1.60690540718,-0.0409166901172,1.14738608551,0.0526979902095,0.269592235566,0.000134796117783,historical_test,2025-01-02,2026-08-31,0.9409245037,correlation_pca,504,3,0.3,5,correlation
Sample GMV,416,0.0455010744536,0.0320289310654,1.40534797589,-0.024670381408,1.07621919735,0.0320260687729,0.302437347332,0.000151218673666,historical_test,2025-01-02,2026-08-31,0.795715092473,correlation_pca,504,3,0.3,5,correlation
Ledoit-Wolf GMV,416,0.0467289950467,0.0321333275799,1.43742119748,-0.0246492491763,1.07830659526,0.0321307477854,0.307550405356,0.000153775202678,historical_test,2025-01-02,2026-08-31,0.799541916713,correlation_pca,504,3,0.3,5,correlation
PCA GMV,416,0.0466147847824,0.0321582503188,1.43293753946,-0.0247406213228,1.0781123768,0.0321550076423,0.311781620995,0.000155890810498,historical_test,2025-01-02,2026-08-31,0.801933023755,correlation_pca,504,3,0.3,5,correlation
AOM buy & hold,416,0.115560458553,0.0793950348402,1.4172185623,-0.0654254516627,1.19784694058,,,,historical_test,2025-01-02,2026-08-31,1,correlation_pca,504,3,0.3,5,correlation
Equal weight,1527,0.0738978949387,0.0940267656968,0.805301747526,-0.219963564315,1.54035556387,0.0940267656968,0.428709942843,0,all_oos,2020-08-03,2026-08-31,0.959372169608,cost_0bps,504,3,0.3,0,covariance
Inverse volatility,1527,0.0379823153558,0.055144481833,0.703608158514,-0.155486456134,1.25343960614,0.055144481833,0.410041609297,0,all_oos,2020-08-03,2026-08-31,0.921863537042,cost_0bps,504,3,0.3,0,covariance
Sample GMV,1527,0.016739948682,0.0388216171727,0.44703967874,-0.123491104378,1.10583030222,0.0388216171727,0.413389015517,0,all_oos,2020-08-03,2026-08-31,0.731251677463,cost_0bps,504,3,0.3,0,covariance
Ledoit-Wolf GMV,1527,0.0169262572203,0.0388391125255,0.451573544781,-0.124292482262,1.10705873438,0.0388391125255,0.417363350813,0,all_oos,2020-08-03,2026-08-31,0.732959456364,cost_0bps,504,3,0.3,0,covariance
PCA GMV,1527,0.0158898038643,0.0389097472747,0.424615792841,-0.129468090301,1.10023927726,0.0389097472747,0.45192653523,0,all_oos,2020-08-03,2026-08-31,0.736102491409,cost_0bps,504,3,0.3,0,covariance
AOM buy & hold,1527,0.0588608397545,0.0797791406677,0.756826780188,-0.199571688009,1.41420323623,,,,all_oos,2020-08-03,2026-08-31,1,cost_0bps,504,3,0.3,0,covariance
Equal weight,1111,0.0464872462675,0.0936224390967,0.532157359859,-0.219963564315,1.22180420618,0.0936224390967,0.491520133986,0,development,2020-08-03,2024-12-31,0.963611712092,cost_0bps,504,3,0.3,0,covariance
Inverse volatility,1111,0.0202031787554,0.0560175531827,0.385050687654,-0.155486456134,1.09218748168,0.0560175531827,0.462617736722,0,development,2020-08-03,2024-12-31,0.915505611141,cost_0bps,504,3,0.3,0,covariance
Sample GMV,1111,0.00611850922094,0.0410718421776,0.169030459173,-0.123491104378,1.0272575395,0.0410718421776,0.454923959449,0,development,2020-08-03,2024-12-31,0.717164725668,cost_0bps,504,3,0.3,0,covariance
Ledoit-Wolf GMV,1111,0.00592873466739,0.0410626105475,0.164465191576,-0.124292482262,1.02640357055,0.0410626105475,0.458469988375,0,development,2020-08-03,2024-12-31,0.71807502675,cost_0bps,504,3,0.3,0,covariance
PCA GMV,1111,0.00516141735315,0.0413522613819,0.14514843895,-0.129468090301,1.02295630438,0.0413522613819,0.48449773326,0,development,2020-08-03,2024-12-31,0.72385789728,cost_0bps,504,3,0.3,0,covariance
AOM buy & hold,1111,0.0383799571017,0.0799233796342,0.511182085233,-0.199571688009,1.18062098614,,,,development,2020-08-03,2024-12-31,1,cost_0bps,504,3,0.3,0,covariance
Equal weight,416,0.150673511551,0.095074263167,1.5239154673,-0.0780248768386,1.2607220994,0.095074263167,0.2609644564,0,historical_test,2025-01-02,2026-08-31,0.948211852104,cost_0bps,504,3,0.3,0,covariance
Inverse volatility,416,0.0869980556086,0.0526979902095,1.60949527636,-0.0408982334856,1.1476414326,0.0526979902095,0.269627961294,0,historical_test,2025-01-02,2026-08-31,0.940915429008,cost_0bps,504,3,0.3,0,covariance
